grupo_sent_vader_subcateg,A_NFO,A_NFR,A_NME,A_NEU,A_PFO,A_PFR,A_PME,D_NFO,D_NFR,D_NME,D_NEU,D_PFO,D_PFR,D_PME
whipIIashz,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0
whoarobbie,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142
whosnerd,0.1346153846153846,0.11538461538461539,0.1346153846153846,0.40384615384615385,0.09615384615384616,0.019230769230769232,0.09615384615384616,0.12,0.08,0.27,0.26,0.07,0.08,0.12
whoswid,0.2,0.4,0.0,0.2,0.0,0.0,0.2,0.16666666666666666,0.08333333333333333,0.25,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
wildestdev0nne,0.25,0.25,0.0,0.375,0.0,0.0,0.125,0.07142857142857142,0.0,0.07142857142857142,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.21428571428571427
williamvaccari,0.1891891891891892,0.10810810810810811,0.16216216216216217,0.3783783783783784,0.02702702702702703,0.0,0.13513513513513514,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
wiqueerno,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285
witnessofgaga,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.3333333333333333,0.12,0.08,0.12,0.4,0.08,0.04,0.16
wladchr,0.14285714285714285,0.023809523809523808,0.14285714285714285,0.38095238095238093,0.023809523809523808,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.047619047619047616,0.3333333333333333,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.0
wndernarnia,0.12,0.24,0.2,0.2,0.08,0.0,0.16,0.1111111111111111,0.0,0.4444444444444444,0.16666666666666666,0.0,0.16666666666666666,0.1111111111111111
wondergirwls,0.16666666666666666,0.13333333333333333,0.23333333333333334,0.26666666666666666,0.03333333333333333,0.1,0.06666666666666667,0.06382978723404255,0.06382978723404255,0.1276595744680851,0.5531914893617021,0.0425531914893617,0.0425531914893617,0.10638297872340426
worthirai,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
wowninis,0.18181818181818182,0.0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,0.0,0.2,0.2,0.0,0.0,0.0,0.6
xandeXANDAO,0.2033898305084746,0.1864406779661017,0.22033898305084745,0.1016949152542373,0.01694915254237288,0.1864406779661017,0.0847457627118644,0.21666666666666667,0.1,0.11666666666666667,0.2,0.08333333333333333,0.15,0.13333333333333333
xcreepingdeath,0.2608695652173913,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.0,0.043478260869565216,0.30434782608695654,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333
xereinm,0.05,0.15,0.3,0.3,0.05,0.1,0.05,0.1111111111111111,0.05555555555555555,0.19444444444444445,0.4444444444444444,0.027777777777777776,0.1111111111111111,0.05555555555555555
xiumieux,0.25,0.25,0.25,0.125,0.0,0.0,0.125,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.0,0.18181818181818182,0.0
xooxaecapenga,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.3888888888888889,0.16666666666666666,0.05555555555555555,0.16666666666666666
xsupyallx,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0
xuvetynx,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.1111111111111111
xzkook,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.0
yagrinx,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855
yasmimaluf,0.08333333333333333,0.25,0.08333333333333333,0.5,0.08333333333333333,0.0,0.0,0.07407407407407407,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.037037037037037035,0.037037037037037035,0.18518518518518517
yellow_allstar,0.5,0.125,0.125,0.0,0.0625,0.0625,0.125,0.1875,0.0625,0.25,0.3125,0.125,0.0625,0.0
yhagosebaz,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666
ymtrr,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.25,0.0,0.25,0.375,0.0,0.125,0.0
yonagatari,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
yrmrsrg,0.1,0.1,0.2,0.35,0.1,0.0,0.15,0.0,0.0,0.2,0.4666666666666667,0.13333333333333333,0.0,0.2
yuggoto,0.0,0.0,0.1,0.4,0.2,0.1,0.2,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111
yureitou,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.5238095238095238,0.0,0.09523809523809523,0.0,0.0,0.1,0.2,0.6,0.0,0.1,0.0
yurinotyure,0.06666666666666667,0.13333333333333333,0.2,0.36666666666666664,0.0,0.03333333333333333,0.2,0.12307692307692308,0.1076923076923077,0.15384615384615385,0.4153846153846154,0.03076923076923077,0.1076923076923077,0.06153846153846154
zaynwl,0.08333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0
zebrito87,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.0,0.0,0.21428571428571427,0.0,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.25
zeephspell,0.3,0.2,0.1,0.1,0.0,0.0,0.3,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
zezada10,0.3,0.0,0.2,0.3,0.0,0.0,0.2,0.047619047619047616,0.0,0.23809523809523808,0.5714285714285714,0.047619047619047616,0.0,0.09523809523809523
zkadin,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.48484848484848486,0.09090909090909091,0.030303030303030304,0.12121212121212122,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693
